Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Country,City,Region,Product_ID,Category,Sub_Category,Product_Name,Sales
20,IN-2015-143336,2015-08-27,2015-09-01,2,ZD-21925,0,India,Delhi,3,TEC-PH-10001949,2,13,Cisco SPA 501G IP Phone,213.48
21,IN-2015-143336,2015-08-27,2015-09-01,2,ZD-21925,0,India,Delhi,3,OFF-BI-10002215,1,3,"Wilson Jones Hanging View Binder, White, 1",22.72
22,IN-2017-137330,2017-12-09,2017-12-13,3,KB-16585,1,India,Delhi,0,OFF-AR-10000246,1,2,Newell 318,19.46
23,IN-2017-137330,2017-12-09,2017-12-13,3,KB-16585,1,India,Delhi,0,OFF-AP-10001492,1,1,"Acco Six-Outlet Power Strip, 4 Cord Length",60.34
24,IN-2018-156909,2018-07-16,2018-07-18,2,SF-20065,0,India,Delhi,1,FUR-CH-10002774,0,5,"Global Deluxe Stacking Chair, Gray",71.372
25,IN-2016-106320,2016-09-25,2016-09-30,3,EB-13870,0,India,Delhi,3,FUR-TA-10000577,0,16,Bretford CR4500 Series Slim Rectangular Table,1044.63
26,IN-2017-121755,2017-01-16,2017-01-20,2,EH-13945,0,India,Delhi,3,OFF-BI-10001634,1,3,Wilson Jones Active Use Binders,11.648
27,IN-2017-121755,2017-01-16,2017-01-20,2,EH-13945,0,India,Delhi,3,TEC-AC-10003027,2,0,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57
28,IN-2016-150630,2016-09-17,2016-09-21,3,TB-21520,0,India,Delhi,1,FUR-BO-10004834,0,4,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43
29,IN-2016-150630,2016-09-17,2016-09-21,3,TB-21520,0,India,Delhi,1,OFF-BI-10000474,1,3,Avery Recycled Flexi-View Covers for Binding Systems,9.618
30,IN-2016-150630,2016-09-17,2016-09-21,3,TB-21520,0,India,Delhi,1,FUR-FU-10004848,0,9,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,124.2
31,IN-2016-150630,2016-09-17,2016-09-21,3,TB-21520,0,India,Delhi,1,OFF-EN-10001509,1,7,Poly String Tie Envelopes,3.264
32,IN-2016-150630,2016-09-17,2016-09-21,3,TB-21520,0,India,Delhi,1,OFF-AR-10004042,1,2,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304
33,IN-2016-150630,2016-09-17,2016-09-21,3,TB-21520,0,India,Delhi,1,OFF-BI-10001525,1,3,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Executive Red",6.858
34,IN-2016-150630,2016-09-17,2016-09-21,3,TB-21520,0,India,Delhi,1,OFF-AR-10001683,1,2,Lumber Crayons,15.76
35,IN-2018-107727,2018-10-19,2018-10-23,2,MA-17560,2,India,Delhi,0,OFF-PA-10000249,1,12,Easy-staple paper,29.472
36,IN-2017-117590,2017-12-08,2017-12-10,0,GH-14485,1,India,Delhi,0,TEC-PH-10004977,2,13,GE 30524EE4,1097.544
37,IN-2017-117590,2017-12-08,2017-12-10,0,GH-14485,1,India,Delhi,0,FUR-FU-10003664,0,9,"Electrix Architects Clamp-On Swing Arm Lamp, Black",190.92
38,IN-2016-117415,2016-12-27,2016-12-31,3,SN-20710,2,India,Delhi,0,OFF-EN-10002986,1,7,#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes,113.328
39,IN-2016-117415,2016-12-27,2016-12-31,3,SN-20710,2,India,Delhi,0,FUR-BO-10002545,0,4,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992
40,IN-2016-117415,2016-12-27,2016-12-31,3,SN-20710,2,India,Delhi,0,FUR-CH-10004218,0,5,"Global Fabric Managers Chair, Dark Gray",212.058
41,IN-2016-117415,2016-12-27,2016-12-31,3,SN-20710,2,India,Delhi,0,TEC-PH-10000486,2,13,Plantronics HL10 Handset Lifter,371.168
42,IN-2018-120999,2018-09-10,2018-09-15,3,LC-16930,1,India,Delhi,0,TEC-PH-10004093,2,13,Panasonic Kx-TS550,147.168
43,IN-2017-101343,2017-07-17,2017-07-22,3,RA-19885,1,India,Delhi,3,OFF-ST-10003479,1,14,"Eldon Base for stackable storage shelf, platinum",77.88
44,IN-2018-139619,2018-09-19,2018-09-23,3,ES-14080,1,India,Delhi,2,OFF-ST-10003282,1,14,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616
45,IN-2017-118255,2017-03-11,2017-03-13,0,ON-18715,1,India,Delhi,0,TEC-AC-10000171,2,0,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98
46,IN-2017-118255,2017-03-11,2017-03-13,0,ON-18715,1,India,Delhi,0,OFF-BI-10003291,1,3,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
47,IN-2015-146703,2015-10-20,2015-10-25,2,PO-18865,0,India,Delhi,0,OFF-ST-10001713,1,14,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
48,IN-2017-169194,2017-06-20,2017-06-25,3,LH-16900,0,India,Delhi,1,TEC-AC-10002167,2,0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0
49,IN-2017-169194,2017-06-20,2017-06-25,3,LH-16900,0,India,Delhi,1,TEC-PH-10003988,2,13,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
50,IN-2016-115742,2016-04-18,2016-04-22,3,DP-13000,0,India,Delhi,0,OFF-BI-10004410,1,3,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
51,IN-2016-115742,2016-04-18,2016-04-22,3,DP-13000,0,India,Delhi,0,OFF-LA-10002762,1,10,Avery 485,75.18
52,IN-2016-115742,2016-04-18,2016-04-22,3,DP-13000,0,India,Delhi,0,FUR-FU-10001706,0,9,Longer-Life Soft White Bulbs,6.16
53,IN-2016-115742,2016-04-18,2016-04-22,3,DP-13000,0,India,Delhi,0,FUR-CH-10003061,0,5,"Global Leather Task Chair, Black",89.99
54,IN-2017-105816,2017-12-11,2017-12-17,3,JM-15265,1,India,Delhi,1,OFF-FA-10000304,1,8,Advantus Push Pins,15.26
55,IN-2017-105816,2017-12-11,2017-12-17,3,JM-15265,1,India,Delhi,1,TEC-PH-10002447,2,13,AT&T CL83451 4-Handset Telephone,1029.95
56,IN-2017-111682,2017-06-17,2017-06-18,0,TB-21055,0,India,Delhi,1,OFF-ST-10000604,1,14,Home/Office Personal File Carts,208.56
57,IN-2017-111682,2017-06-17,2017-06-18,0,TB-21055,0,India,Delhi,1,OFF-PA-10001569,1,12,Xerox 232,32.4
58,IN-2017-111682,2017-06-17,2017-06-18,0,TB-21055,0,India,Delhi,1,FUR-CH-10003968,0,5,Novimex Turbo Task Chair,319.41
59,IN-2017-111682,2017-06-17,2017-06-18,0,TB-21055,0,India,Delhi,1,OFF-PA-10000587,1,12,"Array Parchment Paper, Assorted Colors",14.56
60,IN-2017-111682,2017-06-17,2017-06-18,0,TB-21055,0,India,Delhi,1,TEC-AC-10002167,2,0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0
61,IN-2017-111682,2017-06-17,2017-06-18,0,TB-21055,0,India,Delhi,1,OFF-BI-10001460,1,3,Plastic Binding Combs,48.48
62,IN-2017-111682,2017-06-17,2017-06-18,0,TB-21055,0,India,Delhi,1,OFF-AR-10001868,1,2,Prang Dustless Chalk Sticks,1.68
63,IN-2016-135545,2016-11-24,2016-11-30,3,KM-16720,0,India,Delhi,3,TEC-AC-10004633,2,0,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
64,IN-2016-135545,2016-11-24,2016-11-30,3,KM-16720,0,India,Delhi,3,OFF-BI-10001078,1,3,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8 X 11",25.824
65,IN-2016-135545,2016-11-24,2016-11-30,3,KM-16720,0,India,Delhi,3,OFF-PA-10003892,1,12,Xerox 1943,146.73
66,IN-2016-135545,2016-11-24,2016-11-30,3,KM-16720,0,India,Delhi,3,FUR-FU-10000397,0,9,Luxo Economy Swing Arm Lamp,79.76
67,IN-2016-164175,2016-04-30,2016-05-05,3,PS-18970,2,India,Delhi,0,FUR-CH-10001146,0,5,"Global Value Mid-Back Managers Chair, Gray",213.115
68,IN-2015-106376,2015-12-05,2015-12-10,3,BS-11590,1,India,Delhi,3,OFF-AR-10002671,1,2,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
69,IN-2015-106376,2015-12-05,2015-12-10,3,BS-11590,1,India,Delhi,3,TEC-PH-10002726,2,13,netTALK DUO VoIP Telephone Service,167.968
70,IN-2017-119823,2017-06-04,2017-06-06,0,KD-16270,0,India,Delhi,2,OFF-PA-10000482,1,12,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
71,IN-2017-106075,2017-09-18,2017-09-23,3,HM-14980,0,India,Delhi,1,OFF-BI-10004654,1,3,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
72,IN-2018-114440,2018-09-14,2018-09-17,2,TB-21520,0,India,Delhi,0,OFF-PA-10004675,1,12,"Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16",19.05
73,IN-2016-134026,2016-04-26,2016-05-02,3,JE-15745,0,India,Delhi,2,FUR-CH-10000513,0,5,High-Back Leather Managers Chair,831.936
74,IN-2016-134026,2016-04-26,2016-05-02,3,JE-15745,0,India,Delhi,2,FUR-FU-10003708,0,9,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48",97.04
75,IN-2016-134026,2016-04-26,2016-05-02,3,JE-15745,0,India,Delhi,2,OFF-ST-10004123,1,14,Safco Industrial Wire Shelving System,72.784
76,IN-2018-118038,2018-12-09,2018-12-11,0,KB-16600,1,India,Delhi,0,OFF-BI-10004182,1,3,Economy Binders,1.248
77,IN-2018-118038,2018-12-09,2018-12-11,0,KB-16600,1,India,Delhi,0,FUR-FU-10000260,0,9,"6 Cubicle Wall Clock, Black",9.708
78,IN-2018-118038,2018-12-09,2018-12-11,0,KB-16600,1,India,Delhi,0,OFF-ST-10000615,1,14,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
79,IN-2015-147606,2015-11-26,2015-12-01,2,JE-15745,0,India,Delhi,0,FUR-FU-10003194,0,9,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
80,IN-2017-127208,2017-06-12,2017-06-15,0,SC-20770,1,India,Delhi,2,OFF-AP-10002118,1,1,1.7 Cubic Foot Compact Cube Office Refrigerators,208.16
81,IN-2017-127208,2017-06-12,2017-06-15,0,SC-20770,1,India,Delhi,2,OFF-BI-10002309,1,3,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
82,IN-2015-139451,2015-10-12,2015-10-16,3,DN-13690,0,India,Delhi,3,OFF-AR-10002053,1,2,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
83,IN-2015-139451,2015-10-12,2015-10-16,3,DN-13690,0,India,Delhi,3,OFF-ST-10002370,1,14,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
84,IN-2016-149734,2016-09-03,2016-09-08,3,JC-16105,1,India,Delhi,2,OFF-EN-10000927,1,7,Jet-Pak Recycled Peel N Seal Padded Mailers,200.984
85,IN-2018-119662,2018-11-13,2018-11-16,0,CS-12400,2,India,Delhi,0,OFF-ST-10003656,1,14,Safco Industrial Wire Shelving,230.376
86,IN-2018-140088,2018-05-28,2018-05-30,2,PO-18865,0,India,Delhi,2,FUR-CH-10000863,0,5,Novimex Swivel Fabric Task Chair,301.96
87,IN-2018-155558,2018-10-26,2018-11-02,3,PG-18895,0,India,Delhi,0,TEC-AC-10001998,2,0,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
88,IN-2018-155558,2018-10-26,2018-11-02,3,PG-18895,0,India,Delhi,0,OFF-LA-10000134,1,10,Avery 511,6.16
89,IN-2017-159695,2017-04-05,2017-04-10,2,GM-14455,2,India,Delhi,0,OFF-ST-10003442,1,14,Eldon Portable Mobile Manager,158.368
90,IN-2017-109806,2017-09-17,2017-09-22,3,JS-15685,1,India,Delhi,3,OFF-AR-10004930,1,2,Turquoise Lead Holder with Pocket Clip,20.1
91,IN-2017-109806,2017-09-17,2017-09-22,3,JS-15685,1,India,Delhi,3,TEC-PH-10004093,2,13,Panasonic Kx-TS550,73.584
92,IN-2017-109806,2017-09-17,2017-09-22,3,JS-15685,1,India,Delhi,3,OFF-PA-10000304,1,12,Xerox 1995,6.48
93,IN-2016-149587,2016-01-31,2016-02-05,2,KB-16315,0,India,Delhi,0,OFF-PA-10003177,1,12,Xerox 1999,12.96
94,IN-2016-149587,2016-01-31,2016-02-05,2,KB-16315,0,India,Delhi,0,FUR-FU-10003799,0,9,Seth Thomas 13 1/2 Wall Clock,53.34
95,IN-2016-149587,2016-01-31,2016-02-05,2,KB-16315,0,India,Delhi,0,OFF-BI-10002852,1,3,Ibico Standard Transparent Covers,32.96
96,IN-2018-109484,2018-11-06,2018-11-12,3,RB-19705,2,India,Delhi,3,OFF-BI-10004738,1,3,Flexible Leather- Look Classic Collection Ring Binder,5.682
97,IN-2018-161018,2018-11-09,2018-11-11,2,PN-18775,2,India,Delhi,1,FUR-FU-10000629,0,9,9-3/4 Diameter Round Wall Clock,96.53
98,IN-2018-157833,2018-06-17,2018-06-20,0,KD-16345,0,India,Delhi,3,OFF-BI-10001721,1,3,Trimflex Flexible Post Binders,51.312
99,IN-2017-149223,2017-09-06,2017-09-11,3,ER-13855,1,India,Delhi,0,OFF-AP-10000358,1,1,Fellowes Basic Home/Office Series Surge Protectors,77.88
100,IN-2017-158568,2017-08-29,2017-09-02,3,RB-19465,2,India,Delhi,0,OFF-PA-10003256,1,12,Avery Personal Creations Heavyweight Cards,64.624
101,IN-2017-158568,2017-08-29,2017-09-02,3,RB-19465,2,India,Delhi,0,TEC-AC-10001767,2,0,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
102,IN-2017-158568,2017-08-29,2017-09-02,3,RB-19465,2,India,Delhi,0,OFF-BI-10002609,1,3,Avery Hidden Tab Dividers for Binding Systems,1.788
103,IN-2017-129903,2017-12-01,2017-12-04,2,GZ-14470,0,India,Delhi,0,OFF-PA-10004040,1,12,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
104,IN-2016-156867,2016-11-13,2016-11-17,3,LC-16870,0,India,Delhi,3,TEC-AC-10001552,2,0,Logitech K350 2.4Ghz Wireless Keyboard,238.896
105,IN-2016-156867,2016-11-13,2016-11-17,3,LC-16870,0,India,Delhi,3,FUR-FU-10004006,0,9,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
106,IN-2016-156867,2016-11-13,2016-11-17,3,LC-16870,0,India,Delhi,3,OFF-BI-10002794,1,3,"Avery Trapezoid Ring Binder, 3 Capacity, Black, 1040 sheets",36.882
107,IN-2018-119004,2018-11-23,2018-11-28,3,JM-15250,0,India,Delhi,2,TEC-AC-10003499,2,0,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
108,IN-2018-119004,2018-11-23,2018-11-28,3,JM-15250,0,India,Delhi,2,TEC-PH-10002844,2,13,Speck Products Candyshell Flip Case,27.992
109,IN-2018-119004,2018-11-23,2018-11-28,3,JM-15250,0,India,Delhi,2,OFF-AR-10000390,1,2,Newell Chalk Holder,3.304
110,IN-2016-129476,2016-10-15,2016-10-20,3,PA-19060,2,India,Delhi,0,TEC-AC-10000844,2,0,Logitech Gaming G510s - Keyboard,339.96
111,IN-2018-146780,2018-12-25,2018-12-30,3,CV-12805,1,India,Delhi,1,FUR-FU-10001934,0,9,Magnifier Swing Arm Lamp,41.96
112,IN-2017-128867,2017-11-03,2017-11-10,3,CL-12565,0,India,Delhi,0,OFF-AR-10000380,1,2,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
113,IN-2017-128867,2017-11-03,2017-11-10,3,CL-12565,0,India,Delhi,0,OFF-BI-10003981,1,3,Avery Durable Plastic 1 Binders,27.24
114,IN-2015-115259,2015-08-25,2015-08-27,2,RC-19960,0,India,Delhi,1,OFF-FA-10000621,1,8,"OIC Colored Binder Clips, Assorted Sizes",40.096
115,IN-2015-115259,2015-08-25,2015-08-27,2,RC-19960,0,India,Delhi,1,OFF-EN-10002600,1,7,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
116,IN-2015-115259,2015-08-25,2015-08-27,2,RC-19960,0,India,Delhi,1,OFF-PA-10004965,1,12,Xerox 1921,23.976
117,IN-2015-115259,2015-08-25,2015-08-27,2,RC-19960,0,India,Delhi,1,OFF-EN-10002504,1,7,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
118,IN-2016-110457,2016-03-02,2016-03-06,3,DK-13090,0,India,Delhi,3,FUR-TA-10001768,0,16,Hon Racetrack Conference Tables,787.53
119,IN-2016-136476,2016-04-05,2016-04-10,3,GG-14650,1,India,Delhi,2,OFF-BI-10003650,1,3,GBC DocuBind 300 Electric Binding Machine,157.794
120,IN-2017-103730,2017-06-12,2017-06-15,0,SC-20725,0,India,Delhi,1,FUR-FU-10002157,0,9,Artistic Insta-Plaque,47.04
121,IN-2017-103730,2017-06-12,2017-06-15,0,SC-20725,0,India,Delhi,1,OFF-BI-10003910,1,3,DXL Angle-View Binders with Locking Rings by Samsill,30.84
122,IN-2017-103730,2017-06-12,2017-06-15,0,SC-20725,0,India,Delhi,1,OFF-ST-10000777,1,14,"Companion Letter/Legal File, Black",226.56
123,IN-2017-103730,2017-06-12,2017-06-15,0,SC-20725,0,India,Delhi,1,OFF-EN-10002500,1,7,Globe Weis Peel & Seel First Class Envelopes,115.02
124,IN-2017-103730,2017-06-12,2017-06-15,0,SC-20725,0,India,Delhi,1,TEC-PH-10003875,2,13,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
125,IN-2015-152030,2015-12-26,2015-12-28,2,AD-10180,2,India,Delhi,0,FUR-CH-10004063,0,5,Global Deluxe High-Back Managers Chair,600.558
126,IN-2015-134614,2015-09-20,2015-09-25,3,PF-19165,0,India,Delhi,0,FUR-TA-10004534,0,16,Bevis 44 x 96 Conference Tables,617.7
127,IN-2018-107272,2018-11-05,2018-11-12,3,TS-21610,0,India,Delhi,3,OFF-BI-10003274,1,3,"Avery Durable Slant Ring Binders, No Labels",2.388
128,IN-2018-107272,2018-11-05,2018-11-12,3,TS-21610,0,India,Delhi,3,OFF-ST-10002974,1,14,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
129,IN-2017-125969,2017-11-06,2017-11-10,2,LS-16975,2,India,Delhi,3,FUR-CH-10001146,0,5,"Global Task Chair, Black",81.424
130,IN-2017-125969,2017-11-06,2017-11-10,2,LS-16975,2,India,Delhi,3,FUR-FU-10003773,0,9,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
131,IN-2018-164147,2018-02-02,2018-02-05,0,DW-13585,1,India,Delhi,1,TEC-PH-10002293,2,13,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
132,IN-2018-164147,2018-02-02,2018-02-05,0,DW-13585,1,India,Delhi,1,OFF-PA-10002377,1,12,Xerox 1916,78.304
133,IN-2018-164147,2018-02-02,2018-02-05,0,DW-13585,1,India,Delhi,1,OFF-FA-10002780,1,8,Staples,21.456
134,IN-2017-145583,2017-10-13,2017-10-19,3,LC-16885,0,India,Delhi,3,OFF-PA-10001804,1,12,Xerox 195,20.04
135,IN-2017-145583,2017-10-13,2017-10-19,3,LC-16885,0,India,Delhi,3,OFF-PA-10001736,1,12,Xerox 1880,35.44
136,IN-2017-145583,2017-10-13,2017-10-19,3,LC-16885,0,India,Delhi,3,OFF-AR-10001149,1,2,"Sanford Colorific Colored Pencils, 12/Box",11.52
137,IN-2017-145583,2017-10-13,2017-10-19,3,LC-16885,0,India,Delhi,3,OFF-FA-10002988,1,8,Ideal Clamps,4.02
138,IN-2017-145583,2017-10-13,2017-10-19,3,LC-16885,0,India,Delhi,3,OFF-BI-10004781,1,3,GBC Wire Binding Strips,76.176
139,IN-2017-145583,2017-10-13,2017-10-19,3,LC-16885,0,India,Delhi,3,OFF-SU-10001218,1,15,Fiskars Softgrip Scissors,65.88
140,IN-2017-145583,2017-10-13,2017-10-19,3,LC-16885,0,India,Delhi,3,FUR-FU-10001706,0,9,Longer-Life Soft White Bulbs,43.12
141,IN-2017-110366,2017-09-05,2017-09-07,2,JD-15895,1,India,Delhi,1,FUR-FU-10004848,0,9,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,82.8
142,IN-2018-106180,2018-09-18,2018-09-23,3,SH-19975,1,India,Delhi,3,OFF-AR-10000940,1,2,Newell 343,8.82
143,IN-2018-106180,2018-09-18,2018-09-23,3,SH-19975,1,India,Delhi,3,OFF-EN-10004030,1,7,Convenience Packs of Business Envelopes,10.86
144,IN-2018-106180,2018-09-18,2018-09-23,3,SH-19975,1,India,Delhi,3,OFF-PA-10004327,1,12,Xerox 1911,143.7
145,IN-2018-155376,2018-12-22,2018-12-27,3,SG-20080,0,India,Delhi,0,OFF-AP-10001058,1,1,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43
146,IN-2016-110744,2016-09-07,2016-09-12,3,HA-14920,0,India,Delhi,3,OFF-ST-10003656,1,14,Safco Industrial Wire Shelving,671.93
147,IN-2015-110072,2015-10-22,2015-10-28,3,MG-17680,2,India,Delhi,1,FUR-FU-10000521,0,9,Seth Thomas 14 Putty-Colored Wall Clock,93.888
148,IN-2017-114489,2017-12-05,2017-12-09,3,JE-16165,1,India,Delhi,0,TEC-PH-10000215,2,13,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45
149,IN-2017-114489,2017-12-05,2017-12-09,3,JE-16165,1,India,Delhi,0,TEC-PH-10001448,2,13,Anker Astro 15000mAh USB Portable Charger,149.97
150,IN-2017-114489,2017-12-05,2017-12-09,3,JE-16165,1,India,Delhi,0,FUR-CH-10000454,0,5,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84
151,IN-2017-114489,2017-12-05,2017-12-09,3,JE-16165,1,India,Delhi,0,OFF-BI-10002735,1,3,GBC Prestige Therm-A-Bind Covers,171.55
152,IN-2017-158834,2017-03-13,2017-03-16,0,TW-21025,2,India,Delhi,3,OFF-AP-10000326,1,1,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92
153,IN-2017-158834,2017-03-13,2017-03-16,0,TW-21025,2,India,Delhi,3,TEC-PH-10001254,2,13,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184
154,IN-2016-124919,2016-05-31,2016-06-02,0,SP-20650,1,India,Delhi,3,OFF-PA-10001950,1,12,Southworth 25 perc Cotton Antique Laid Paper & Envelopes,58.38
155,IN-2016-124919,2016-05-31,2016-06-02,0,SP-20650,1,India,Delhi,3,OFF-PA-10002254,1,12,Xerox 1883,105.52
156,IN-2016-124919,2016-05-31,2016-06-02,0,SP-20650,1,India,Delhi,3,OFF-ST-10001590,1,14,"Tenex Personal Project File with Scoop Front Design, Black",80.88
157,IN-2016-118948,2016-05-28,2016-06-03,3,NK-18490,2,India,Delhi,3,OFF-AR-10001547,1,2,Newell 311,6.63
158,IN-2015-104269,2015-03-01,2015-03-06,2,DB-13060,0,India,Delhi,3,FUR-CH-10004063,0,5,Global Deluxe High-Back Managers Chair,457.568
159,IN-2017-114104,2017-11-20,2017-11-24,3,NP-18670,0,India,Delhi,0,OFF-LA-10002475,1,10,Avery 519,14.62
160,IN-2017-114104,2017-11-20,2017-11-24,3,NP-18670,0,India,Delhi,0,TEC-PH-10004536,2,13,Avaya 5420 Digital phone,944.93
161,IN-2017-162733,2017-05-11,2017-05-12,0,TT-21070,0,India,Delhi,3,OFF-PA-10002751,1,12,Xerox 1920,5.98
162,IN-2016-119697,2016-12-28,2016-12-31,2,EM-13960,0,India,Delhi,1,TEC-AC-10003657,2,0,Lenovo 17-Key USB Numeric Keypad,54.384
163,IN-2017-154508,2017-11-16,2017-11-20,3,RD-19900,0,India,Delhi,3,OFF-EN-10001990,1,7,Staple envelope,28.4
